"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/22/2017","Wendy's","WENDYS #5780 S SAN FRAN CA08/21","8.73","debit","Fast Food","TOTAL CHECKING","",""
"8/22/2017","Discover E Web","DISCOVER         E-PAYMENT  3869WEB ID: 2510020270","129.63","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/22/2017","Nordstrom","NORDSTROM        TRANSPPD ID: 9044013364","150.87","debit","Clothing","TOTAL CHECKING","",""
"8/21/2017","Doordash Genghix Ca","DOORDASH-GENGHIX 6506819470 CA08/20","88.75","debit","Restaurants","TOTAL CHECKING","",""
"8/21/2017","Rite Aid","RITE AID STORE - 592 CASTRO VALLEY CA        08/20","17.55","debit","Pharmacy","TOTAL CHECKING","",""
"8/21/2017","Jiffy Lube","JIFFY LUBE #140 HAYWARD CA08/20","83.82","debit","Service & Parts","TOTAL CHECKING","",""
"8/21/2017","Doug's Place","DOORDASH-DOUGS PLACE 6506819470CA           08/20","95.95","debit","Restaurants","TOTAL CHECKING","",""
"8/21/2017","Quiznos","QUIZNOS #1609 CASTRO VALLEY CA08/20","32.35","debit","Fast Food","TOTAL CHECKING","",""
"8/21/2017","Milkcow Cafe C","SQ *MILKCOW CAFE Castro Valley CA            08/19","32.57","debit","Restaurants","TOTAL CHECKING","",""
"8/21/2017","Act Hayward Recreatio","ACT*Hayward Recreatio 877-228-4881 TX        08/19","4.00","debit","Kids Activities","TOTAL CHECKING","",""
"8/21/2017","Alameda Grocery","ALAMEDA GROCERY ALAMEDA CA865394  08/19","12.49","debit","Groceries","TOTAL CHECKING","",""
"8/21/2017","Beard Papa Sweets Cafe","BEARD PAPA SWEETS CAFE SAN MATEOCA          08/19","23.40","debit","Restaurants","TOTAL CHECKING","",""
"8/21/2017","Himawari Tei","HIMAWARI TEI SAN MATEO CA08/19","59.23","debit","Restaurants","TOTAL CHECKING","",""
"8/21/2017","Wendy's","WENDYS #5780 S SAN FRAN CA08/17","9.37","debit","Fast Food","TOTAL CHECKING","",""
"8/21/2017","Airport Blvd Gas","AIRPORT BLVD GAS S SAN FRANCIS CA            08/17","16.49","debit","Gas & Fuel","TOTAL CHECKING","",""
"8/21/2017","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 6457959044","594.00","credit","Transfer","TOTAL CHECKING","",""
"8/21/2017","Pacific Gas & Electric","PGANDE           WEB ONLINE 77614228073117  WEB ID: 5940742640","368.32","debit","Utilities","TOTAL CHECKING","",""
"8/21/2017","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5053 transaction#: 6457959044","594.00","debit","Transfer","TOTAL CHECKING","",""
"8/18/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","350.00","credit","Paycheck","TOTAL CHECKING","",""
"8/18/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2076.10","credit","Paycheck","TOTAL CHECKING","",""
"8/17/2017","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 6373439554","25.00","credit","Transfer","TOTAL CHECKING","",""
"8/17/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA08/17 Purchase $2.23 Cash Back $","12.23","debit","Fast Food","TOTAL CHECKING","",""
"8/17/2017","El Pollo Loco","3514 EL POLLO LOCO HAYWARD CA08/17","42.22","debit","Fast Food","TOTAL CHECKING","",""
"8/17/2017","Twister","SQ *TWISTER NEWARK CA08/16","21.31","debit","Fast Food","TOTAL CHECKING","",""
"8/17/2017","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 6373439554","25.00","debit","Transfer","TOTAL CHECKING","",""
"8/16/2017","Airport Blvd Gas","AIRPORT BLVD GAS S SAN FRANCIS CA            08/13","9.54","debit","Gas & Fuel","TOTAL CHECKING","",""
"8/16/2017","Account Maintenance Fee","MONTHLY SERVICE FEE","12.00","debit","Bank Fee","TOTAL CHECKING","",""
"8/16/2017","Red Tractor Cafe Inc","RED TRACTOR CAFE DUBLIN CA08/15","33.04","debit","Restaurants","TOTAL CHECKING","",""
"8/16/2017","Wendy's","WENDYS #5780 S SAN FRAN CA08/15","9.37","debit","Fast Food","TOTAL CHECKING","",""
"8/16/2017","Ultimate Bundles","ULTIMATE BUNDLES 4153479240 ON08/15","29.97","debit","Books & Supplies","TOTAL CHECKING","",""
"8/16/2017","Wendy's","WENDYS #5780 S SAN FRAN CA08/14","9.37","debit","Fast Food","TOTAL CHECKING","",""
"8/16/2017","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"8/16/2017","Citi Autopay Ppd","CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP","96.00","debit","Bills & Utilities","TOTAL CHECKING","",""
"8/15/2017","Safeway","SAFEWAY STORE  1953 DUBLIN CA411621  08/14","14.16","debit","Groceries","TOTAL CHECKING","",""
"8/15/2017","Target","TARGET T- 7200 Amador Dublin CA08/14","30.58","debit","Shopping","TOTAL CHECKING","",""
"8/14/2017","Express 7","TRU HOLIDAY EXPRESS 70 LIVERMORECA  749907  08/12","23.29","debit","Fast Food","TOTAL CHECKING","",""
"8/14/2017","Wetzels Pretzels","WETZEL'S PRETZELS-LIV1 LIVERMORECA          08/12","36.62","debit","Restaurants","TOTAL CHECKING","",""
"8/14/2017","Nintendo Digital","NINTENDO DIGITAL 800-255-3700 WA08/13","19.99","debit","Entertainment","TOTAL CHECKING","",""
"8/14/2017","Applebees","APPLEBEES HACI21110200 DUBLIN CA08/12","49.62","debit","Restaurants","TOTAL CHECKING","",""
"8/14/2017","KFC","KFC #290 CASTRO VALLEY CA08/13","4.13","debit","Fast Food","TOTAL CHECKING","",""
"8/14/2017","Red Tractor Cafe Inc","RED TRACTOR CAFE DUBLIN CA08/13","31.65","debit","Restaurants","TOTAL CHECKING","",""
"8/14/2017","Milkcow Cafe C","SQ *MILKCOW CAFE Castro Valley CA            08/12","47.24","debit","Restaurants","TOTAL CHECKING","",""
"8/14/2017","Act Hayward Recreatio","ACT*Hayward Recreatio 877-228-4881 TX        08/12","4.00","debit","Kids Activities","TOTAL CHECKING","",""
"8/14/2017","Nation Giant Ham","NATION'S GIANT HAM PLEASANTON CA08/12","13.66","debit","Fast Food","TOTAL CHECKING","",""
"8/14/2017","Groupon","GROUPON INC GROUPON.COM IL08/12","20.00","debit","Shopping","TOTAL CHECKING","",""
"8/14/2017","Eddie Papas American","EDDIE PAPAS AMERICAN HA PLEASANTON CA        08/11","48.86","debit","Restaurants","TOTAL CHECKING","",""
"8/14/2017","McDonald's","MCDONALD'S F1386 SAN MATEO CA08/11","5.88","debit","Fast Food","TOTAL CHECKING","",""
"8/14/2017","24 Hour Fitness","24 HOUR FITNESS SAN MATEO CA08/11","9.80","debit","Gym","TOTAL CHECKING","",""
"8/14/2017","24 Hour Fitness","24 HOUR FITNESS SAN MATEO CA08/11","100.83","debit","Gym","TOTAL CHECKING","",""
"8/14/2017","Wendy's","WENDYS #5780 S SAN FRAN CA08/11","9.37","debit","Fast Food","TOTAL CHECKING","",""
"8/14/2017","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 6437890501","750.00","credit","Transfer","TOTAL CHECKING","",""
"8/14/2017","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5053 transaction#: 6437890501","750.00","debit","Transfer","TOTAL CHECKING","",""
"8/14/2017","Remitly Wa","REMITLY 877-526-4216 WA08/11","243.08","debit","Loan Payment","TOTAL CHECKING","",""
"8/11/2017","Interest","INTEREST PAYMENT","0.03","credit","Interest Income","TOTAL CHECKING","",""
"8/11/2017","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5432 transaction#: 6434917031","145.00","debit","Transfer","TOTAL CHECKING","",""
"8/11/2017","Wendy's","WENDYS #5780 S SAN FRAN CA08/10","11.88","debit","Fast Food","TOTAL CHECKING","",""
"8/11/2017","San Francisco Parks Alliance","SO SAN FRANCISCO PAR SOUTH SAN FRA CA        08/10","1.00","debit","Charity","TOTAL CHECKING","",""
"8/11/2017","Applebees","APPLEBEES HACI21110200 DUBLIN CA08/09","39.61","debit","Restaurants","TOTAL CHECKING","",""
"8/11/2017","24 Hour Fitness","24 HOUR FITNESS SAN MATEO CA08/09","21.80","debit","Gym","TOTAL CHECKING","",""
"8/11/2017","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5053transaction#: 6434917031","145.00","credit","Transfer","TOTAL CHECKING","",""
"8/11/2017","Specialist Staff Payroll","SPECIALIST STAFF PAYROLLPPD ID: 9008278637","3715.82","credit","Paycheck","TOTAL CHECKING","",""
"8/10/2017","Barnes & Noble","BARNESNOBLE 4972 Dubli DUBLIN CA408080  08/09","39.33","debit","Books","TOTAL CHECKING","",""
"8/10/2017","Rite Aid","RITE AID STORE - 592 CASTRO VALLEY CA439778  08/09","40.00","debit","Pharmacy","TOTAL CHECKING","",""
"8/10/2017","Jack in the Box","JACK IN THE BOX 0447 HAYWARD CA08/09","9.53","debit","Fast Food","TOTAL CHECKING","",""
"8/10/2017","McDonald's","MCDONALD'S F6188 HAYWARD CA08/08","9.53","debit","Fast Food","TOTAL CHECKING","",""
"8/09/2017","Foster City Touchless","FOSTER CITY TOUCHLESS FOSTER CITY CA         08/08","19.72","debit","Service & Parts","TOTAL CHECKING","",""
"8/09/2017","Wendy's","WENDYS #5780 S SAN FRAN CA08/08","9.37","debit","Fast Food","TOTAL CHECKING","",""
"8/08/2017","Safeway","SAFEWAY STORE     30 CASTRO VALLEY CA011221  08/08","181.57","debit","Groceries","TOTAL CHECKING","",""
"8/08/2017","Lazy Dog Restaurant","LAZY DOG RESTAURANT DUBLIN CA08/06","31.24","debit","Restaurants","TOTAL CHECKING","",""
"8/08/2017","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","486.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"8/07/2017","Papyrus","PAPYRUS #2177 PLEASANTON CA08/05","25.24","debit","Gift","TOTAL CHECKING","",""
"8/07/2017","Pp Yogurtdelig","PP*YOGURTDELIG PLEASANTON CA08/05","2.00","debit","Fast Food","TOTAL CHECKING","",""
"8/07/2017","Lush Stoneridge","LUSH STONERIDGE (428) PLEASANTONCA          08/05","11.96","debit","Uncategorized","TOTAL CHECKING","",""
"8/07/2017","Milkcow Cafe C","SQ *MILKCOW CAFE Castro Valley CA            08/05","33.77","debit","Restaurants","TOTAL CHECKING","",""
"8/07/2017","Act Hayward Recreatio","ACT*Hayward Recreatio 877-228-4881 TX        08/05","4.00","debit","Kids Activities","TOTAL CHECKING","",""
"8/07/2017","Urban Plates","URBAN PLATES #6 DUBLIN CA08/05","10.11","debit","Restaurants","TOTAL CHECKING","",""
"8/07/2017","Urban Plates","URBAN PLATES #6 DUBLIN CA08/05","61.18","debit","Restaurants","TOTAL CHECKING","",""
"8/07/2017","Popeye's","POPEYES #5928 HAYWARD CA08/03","51.01","debit","Restaurants","TOTAL CHECKING","",""
"8/07/2017","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 6425297792","600.00","credit","Transfer","TOTAL CHECKING","",""
"8/07/2017","Citi Online Web","CITI CARD ONLINE PAYMENT    112399808715803 WEB ID: CITICTP","6428.52","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/07/2017","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5053 transaction#: 6425297792","600.00","debit","Transfer","TOTAL CHECKING","",""
"8/07/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","401.41","credit","Income","TOTAL CHECKING","",""
"8/04/2017","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5432 transaction#: 6420528243","54.38","debit","Transfer","TOTAL CHECKING","",""
"8/04/2017","Eddie Papas American","EDDIE PAPAS AMERICAN HA PLEASANTON CA        08/02","49.37","debit","Restaurants","TOTAL CHECKING","",""
"8/04/2017","Robinhood","ROBINHOOD (CRFN) ACH        20170803049485  WEB ID: 1000101344","250.00","debit","Investments","TOTAL CHECKING","",""
"8/04/2017","American Express","AMERICAN EXPRESS ACH PMT    M9758           WEB ID: 2005032111","1706.59","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/04/2017","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5053transaction#: 6420528243","54.38","credit","Transfer","TOTAL CHECKING","",""
"8/04/2017","Pc Disbursmnt Ccd","PC  855-815-7421 Disbursmnt 000000033945918 CCD ID: 3464321237","1110.01","credit","Income","TOTAL CHECKING","",""
"8/04/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","3086.79","credit","Paycheck","TOTAL CHECKING","",""
"8/03/2017","Rite Aid","RITE AID STORE - 592 CASTRO VALLEY CA292937  08/03","13.43","debit","Pharmacy","TOTAL CHECKING","",""
"8/03/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA08/03","15.47","debit","Fast Food","TOTAL CHECKING","",""
"8/03/2017","Milkcow Cafe C","SQ *MILKCOW CAFE Castro Valley CA            08/03","10.34","debit","Restaurants","TOTAL CHECKING","",""
"8/03/2017","El Gondo","SQ *EL GONDO South san fra CA08/02","12.56","debit","Fast Food","TOTAL CHECKING","",""
"8/03/2017","Airport Blvd Gas","AIRPORT BLVD GAS S SAN FRANCIS CA            08/01","9.56","debit","Gas & Fuel","TOTAL CHECKING","",""
"8/03/2017","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","128.56","debit","Television","TOTAL CHECKING","",""
"8/03/2017","Remitly Wa","REMITLY 877-526-4216 WA08/02","234.99","debit","Loan Payment","TOTAL CHECKING","",""
"8/02/2017","Target","TARGET T- 7200 Amador Dublin CA08/01","115.32","debit","Shopping","TOTAL CHECKING","",""
"8/02/2017","Black Bear Diner","BLACK BEAR DINER PLEASA PLEASANTON CA        08/01","32.17","debit","Restaurants","TOTAL CHECKING","",""
"8/02/2017","Wendy's","WENDYS #5780 S SAN FRAN CA08/01","9.37","debit","Fast Food","TOTAL CHECKING","",""
"8/02/2017","Pp Yogurtdelig","PP*YOGURTDELIG PLEASANTON CA07/31","1.94","debit","Fast Food","TOTAL CHECKING","",""
"8/02/2017","Airport Blvd Gas","AIRPORT BLVD GAS S SAN FRANCIS CA            07/30","7.17","debit","Gas & Fuel","TOTAL CHECKING","",""
"8/02/2017","American Express","AMERICAN EXPRESS ACH PMT    A5912           WEB ID: 9493560001","38.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/01/2017","Outback","OUTBACK 0523 DUBLIN CA08/01","32.61","debit","Restaurants","TOTAL CHECKING","",""
"8/01/2017","Coca Cola Union","COCA COLA UNION CITY CA UNION CITY CA        07/31","1.75","debit","Uncategorized","TOTAL CHECKING","",""
"8/01/2017","Stoneridge Stroller Re","STONERIDGE STROLLER RE PLEASANTON CA         08/01","5.00","debit","Uncategorized","TOTAL CHECKING","",""
"8/01/2017","Wendy's","WENDYS #5780 S SAN FRAN CA07/31","9.37","debit","Fast Food","TOTAL CHECKING","",""
"8/01/2017","Applebees","APPLEBEES HACI21110200 DUBLIN CA07/30","53.14","debit","Restaurants","TOTAL CHECKING","",""
"8/01/2017","Nations Giant C","NATIONS GIANT 28 CASTRO VALLEY CA            07/30","57.03","debit","Uncategorized","TOTAL CHECKING","",""
"8/01/2017","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 6333161877","60.00","credit","Transfer","TOTAL CHECKING","",""
"7/31/2017","ATM Fee","NON-CHASE ATM WITHDRAW832696  07/31176 GATEW","3.00","debit","ATM Fee","TOTAL CHECKING","",""
"7/31/2017","ATM Withdrawal","NON-CHASE ATM WITHDRAW832696  07/31176 GATEW","20.00","debit","Cash & ATM","TOTAL CHECKING","",""
"7/31/2017","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"7/31/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/31","12.39","debit","Fast Food","TOTAL CHECKING","",""
"7/31/2017","KFC","KFC #290 CASTRO VALLEY CA07/29","31.11","debit","Fast Food","TOTAL CHECKING","",""
"7/31/2017","Alameda Grocery","ALAMEDA GROCERY ALAMEDA CA07/29","13.08","debit","Groceries","TOTAL CHECKING","",""
"7/31/2017","Milkcow Cafe C","SQ *MILKCOW CAFE Castro Valley CA            07/28","8.93","debit","Restaurants","TOTAL CHECKING","",""
"7/31/2017","Milkcow Cafe C","SQ *MILKCOW CAFE Castro Valley CA            07/28","37.38","debit","Restaurants","TOTAL CHECKING","",""
"7/31/2017","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 6406987142","600.00","credit","Transfer","TOTAL CHECKING","",""
"7/31/2017","Fid Bkg Svc","FID BKG SVC LLC  MONEYLINEPPD ID: 0368004600","100.00","debit","Buy","TOTAL CHECKING","",""
"7/31/2017","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5053 transaction#: 6406987142","600.00","debit","Transfer","TOTAL CHECKING","",""
"7/28/2017","Wendy's","WENDYS #5780 S SAN FRAN CA07/27","9.37","debit","Fast Food","TOTAL CHECKING","",""
"7/28/2017","Specialist Staff Payroll","SPECIALIST STAFF PAYROLLPPD ID: 9008278637","3715.82","credit","Paycheck","TOTAL CHECKING","",""
"7/27/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/27","2.23","debit","Fast Food","TOTAL CHECKING","",""
"7/27/2017","Target","TARGET T- 7200 Amador Dublin CA07/26","174.02","debit","Shopping","TOTAL CHECKING","",""
"7/27/2017","Lazy Dog Restaurant","LAZY DOG RESTAURANT DUBLIN CA07/26","63.33","debit","Restaurants","TOTAL CHECKING","",""
"7/27/2017","Sakura Japanese Cuisine","SAKURA JAPANESE CUISINE SAN RAMON CA         07/25","65.53","debit","Restaurants","TOTAL CHECKING","",""
"7/27/2017","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","262.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"7/26/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/26","6.07","debit","Fast Food","TOTAL CHECKING","",""
"7/26/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/26","12.68","debit","Fast Food","TOTAL CHECKING","",""
"7/26/2017","Rite Aid","RITE AID STORE - 592 CASTRO VALLEY CA        07/25","13.65","debit","Pharmacy","TOTAL CHECKING","",""
"7/26/2017","Airport Blvd Gas","AIRPORT BLVD GAS S SAN FRANCIS CA            07/23","9.16","debit","Gas & Fuel","TOTAL CHECKING","",""
"7/25/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/25","12.79","debit","Fast Food","TOTAL CHECKING","",""
"7/25/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/25","9.62","debit","Fast Food","TOTAL CHECKING","",""
"7/25/2017","Wendy's","WENDYS #5780 S SAN FRAN CA07/24","6.54","debit","Fast Food","TOTAL CHECKING","",""
"7/25/2017","Safeway","SAFEWAY STORE 000301 CASTRO VALLEY CA        07/24","100.56","debit","Groceries","TOTAL CHECKING","",""
"7/24/2017","ATM Fee","NON-CHASE ATM WITHDRAW980254  07/222001 LINC","2.00","debit","ATM Fee","TOTAL CHECKING","",""
"7/24/2017","ATM Withdrawal","NON-CHASE ATM WITHDRAW980254  07/222001 LINC","40.00","debit","Cash & ATM","TOTAL CHECKING","",""
"7/24/2017","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"7/24/2017","Blvd Burger Grill","BLVD BURGER  GRILL CASTRO VALLEYCA          07/22","81.09","debit","Fast Food","TOTAL CHECKING","",""
"7/24/2017","Milkcow Cafe C","SQ *MILKCOW CAFE Castro Valley CA            07/22","23.50","debit","Restaurants","TOTAL CHECKING","",""
"7/24/2017","Milkcow Cafe C","SQ *MILKCOW CAFE Castro Valley CA            07/22","10.81","debit","Restaurants","TOTAL CHECKING","",""
"7/24/2017","Sharis Castro Val","SHARIS OF CASTRO VAL CASTRO VALLEY CA        07/22","10.29","debit","Restaurants","TOTAL CHECKING","",""
"7/24/2017","Lime Leaf Thai","LIME LEAF THAI CASTRO VALLEY CA07/21","78.66","debit","Restaurants","TOTAL CHECKING","",""
"7/24/2017","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 6389475283","675.00","credit","Transfer","TOTAL CHECKING","",""
"7/24/2017","Nordstrom","NORDSTROM        TRANSPPD ID: 9044013364","113.50","debit","Clothing","TOTAL CHECKING","",""
"7/24/2017","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Auto Insurance","TOTAL CHECKING","",""
"7/24/2017","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2259.70","debit","Mortgage & Rent","TOTAL CHECKING","",""
"7/24/2017","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5053 transaction#: 6389475283","675.00","debit","Transfer","TOTAL CHECKING","",""
"7/21/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/21","2.23","debit","Fast Food","TOTAL CHECKING","",""
"7/21/2017","Wendy's","WENDY'S #8 CASTRO VALLEY CA07/20","9.37","debit","Fast Food","TOTAL CHECKING","",""
"7/21/2017","Online Transfer Chk","Online Transfer to CHK ...5079 transaction#: 6383061982","350.00","debit","Transfer","TOTAL CHECKING","",""
"7/20/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/20","9.22","debit","Fast Food","TOTAL CHECKING","",""
"7/20/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/20","12.23","debit","Fast Food","TOTAL CHECKING","",""
"7/20/2017","Milkcow Cafe C","SQ *MILKCOW CAFE Castro Valley CA            07/20","37.32","debit","Restaurants","TOTAL CHECKING","",""
"7/20/2017","Wendy's","WENDYS #5780 S SAN FRAN CA07/19","9.37","debit","Fast Food","TOTAL CHECKING","",""
"7/20/2017","An Go","SQ *AN THE GO San Francisco CA07/19","18.59","debit","Restaurants","TOTAL CHECKING","",""
"7/20/2017","Nations Giant C","NATIONS GIANT 28 CASTRO VALLEY CA            07/18","27.37","debit","Uncategorized","TOTAL CHECKING","",""
"7/20/2017","Tapsilog Express","TAPSILOG EXPRESS HAYWARD CA07/18","31.21","debit","Restaurants","TOTAL CHECKING","",""
"7/20/2017","Pacific Gas & Electric","PGANDE           WEB ONLINE 75678734063017  WEB ID: 5940742640","322.04","debit","Utilities","TOTAL CHECKING","",""
"7/20/2017","Remitly Wa","REMITLY 877-526-4216 WA07/19","248.99","debit","Loan Payment","TOTAL CHECKING","",""
"7/20/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2582.96","credit","Paycheck","TOTAL CHECKING","",""
"7/19/2017","Daily Grind","THE DAILY GRIND LIVERMORE CA07/18","3.15","debit","Business Services","TOTAL CHECKING","",""
"7/19/2017","General Services Agency","GENERAL SERVICES AGENCY OAKLANDCA           07/18","4.00","debit","Parking","TOTAL CHECKING","",""
"7/19/2017","Urban Plates","URBAN PLATES #6 DUBLIN CA07/18","49.79","debit","Restaurants","TOTAL CHECKING","",""
"7/19/2017","Account Maintenance Fee","MONTHLY SERVICE FEE","12.00","debit","Bank Fee","TOTAL CHECKING","",""
"7/19/2017","Sebmf Lake Chabot","SEBMF LAKE CHABOT MF CASTRO VALLEY CA        07/18","10.00","debit","Doctor","TOTAL CHECKING","",""
"7/19/2017","Harry Ny","HARRY'S 888-212-6855 888-212-6855 NY         07/18","16.39","debit","Personal Care","TOTAL CHECKING","",""
"7/18/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/18","6.63","debit","Fast Food","TOTAL CHECKING","",""
"7/18/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/18","2.23","debit","Fast Food","TOTAL CHECKING","",""
"7/18/2017","Wendy's","WENDY'S #10 HAYWARD CA07/17","26.77","debit","Fast Food","TOTAL CHECKING","",""
"7/18/2017","ATM Deposit","ATM CHECK DEPOSIT 07/17 3449 CASTRO VALLEY BLVD CASTRO VALLEY CA","3688.61","credit","Income","TOTAL CHECKING","",""
"7/17/2017","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 6300370136","25.00","credit","Transfer","TOTAL CHECKING","",""
"7/17/2017","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 6371260114","612.00","credit","Transfer","TOTAL CHECKING","",""
"7/17/2017","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5432 transaction#: 6375393497","65.18","debit","Transfer","TOTAL CHECKING","",""
"7/17/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/17","6.82","debit","Fast Food","TOTAL CHECKING","",""
"7/17/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/17","2.23","debit","Fast Food","TOTAL CHECKING","",""
"7/17/2017","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"7/17/2017","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"7/17/2017","Citi Online Web","CITI CARD ONLINE PAYMENT    132382656613446 WEB ID: CITICTP","6850.94","debit","Credit Card Payment","TOTAL CHECKING","",""
"7/17/2017","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 6300370136","25.00","debit","Transfer","TOTAL CHECKING","",""
"7/17/2017","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5053 transaction#: 6371260114","612.00","debit","Transfer","TOTAL CHECKING","",""
"7/17/2017","Alameda Grocery","ALAMEDA GROCERY ALAMEDA CA07/15","16.97","debit","Groceries","TOTAL CHECKING","",""
"7/17/2017","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5053transaction#: 6375393497","65.18","credit","Transfer","TOTAL CHECKING","",""
"7/14/2017","Interest","INTEREST PAYMENT","0.04","credit","Interest Income","TOTAL CHECKING","",""
"7/14/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/14","21.51","debit","Fast Food","TOTAL CHECKING","",""
"7/13/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/13","5.53","debit","Fast Food","TOTAL CHECKING","",""
"7/13/2017","7-Eleven","7-ELEVEN SOUTH SAN FRA CA07/13","1.84","debit","Fast Food","TOTAL CHECKING","",""
"7/10/2017","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","486.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"7/10/2017","Gate","FLYERS #219 176 GATE SO. SAN FRANC CA        07/10","12.23","debit","Gas & Fuel","TOTAL CHECKING","",""
"7/05/2017","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2689.37","credit","Paycheck","TOTAL CHECKING","",""
"7/03/2017","Transfer to Hilton Honors Surpass Card","AMERICAN EXPRESS ACH PMT    A0104           WEB ID: 9493560001","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"7/03/2017","Fid Bkg Svc","FID BKG SVC LLC  MONEYLINEPPD ID: 0368004600","100.00","debit","Buy","TOTAL CHECKING","",""
"7/03/2017","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","121.07","debit","Television","TOTAL CHECKING","",""
"7/03/2017","Remitly Wa","REMITLY 877-526-4216 WA07/01","234.99","debit","Loan Payment","TOTAL CHECKING","",""
"6/30/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","160.37","credit","Income","TOTAL CHECKING","",""
"6/30/2017","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 6263212681","60.00","credit","Transfer","TOTAL CHECKING","",""
